58015,2021-04-01 10:16:00,8.0,1019.2,41,132,3.2,0.7,10287.9
58102,2021-04-01 10:16:00,4.2,1008.8,47,223,13.2,1.4,10373.3
58118,2021-04-01 10:16:00,17.3,1007.5,100,335,10.8,0.4,10160.7
58122,2021-04-01 10:16:00,3.2,1001.0,16,114,7.0,0.2,10253.9
58203,2021-04-01 10:16:00,29.9,1006.7,97,350,7.1,1.2,10040.7
58215,2021-04-01 10:16:00,10.7,1020.3,16,239,5.8,0.1,10342.1
58221,2021-04-01 10:16:00,11.6,1022.4,17,197,6.4,0.3,10377.1
58225,2021-04-01 10:16:00,32.3,1024.6,34,38,8.1,0.1,10259.8
58236,2021-04-01 10:16:00,26.3,1012.8,53,94,11.5,1.3,10112.2
58311,2021-04-01 10:16:00,5.2,1022.7,19,13,8.1,0.5,10424.2
58314,2021-04-01 10:16:00,22.3,1013.7,27,22,10.1,1.0,10339.1
58319,2021-04-01 10:16:00,18.0,1000.4,86,330,11.0,1.0,10109.5
58321,2021-04-01 10:16:00,3.6,1026.1,17,344,13.4,1.3,10256.6
58326,2021-04-01 10:16:00,30.8,1005.0,55,279,5.7,0.8,10493.3
58336,2021-04-01 10:16:00,4.5,1012.9,17,240,10.6,0.2,10467.8
58338,2021-04-01 10:16:00,7.9,1022.9,55,267,5.0,1.1,10279.7
58414,2021-04-01 10:16:00,8.9,1022.5,71,285,13.1,0.6,10043.2
58419,2021-04-01 10:16:00,12.9,1003.2,92,320,2.7,0.5,10156.5
58424,2021-04-01 10:16:00,32.2,1025.1,44,185,3.2,0.3,10266.0
58429,2021-04-01 10:16:00,7.0,1012.0,21,210,14.4,0.2,10124.6
58436,2021-04-01 10:16:00,23.4,1022.1,100,348,2.6,0.1,10234.4
58437,2021-04-01 10:16:00,14.6,1024.9,67,309,6.7,0.1,10157.4
58520,2021-04-01 10:16:00,7.7,1000.3,61,73,3.1,0.7,10369.4
58531,2021-04-01 10:16:00,32.1,1006.6,17,164,12.2,0.4,10159.3
54406,2021-04-01 10:16:00,3.6,1006.8,85,63,12.9,1.5,10090.7
54416,2021-04-01 10:16:00,22.8,1003.6,89,318,1.6,0.2,10063.4
54511,2021-04-01 10:16:00,24.0,1022.5,98,11,2.3,0.6,10391.3
58725,2021-04-01 10:16:00,24.9,1015.3,77,58,3.2,0.4,10258.1
58730,2021-04-01 10:16:00,6.1,1007.6,30,322,14.6,1.0,10123.9
58731,2021-04-01 10:16:00,10.4,1023.1,62,294,10.8,1.0,10137.1
58734,2021-04-01 10:16:00,0.8,1012.6,1,221,2.2,0.2,10423.5
58737,2021-04-01 10:16:00,31.9,1001.5,62,54,7.5,0.5,10490.4
58744,2021-04-01 10:16:00,2.6,1009.2,99,141,6.5,0.4,10207.3
58754,2021-04-01 10:16:00,26.8,1006.1,75,208,9.7,1.5,10121.6
58818,2021-04-01 10:16:00,20.0,1026.2,75,163,4.6,0.3,10445.3
58820,2021-04-01 10:16:00,21.6,1001.2,42,247,3.9,1.4,10382.4
58834,2021-04-01 10:16:00,32.7,1024.7,98,192,2.4,1.2,10288.1
58837,2021-04-01 10:16:00,9.6,1022.3,22,292,12.4,1.5,10071.4
58843,2021-04-01 10:16:00,26.4,1011.0,15,231,12.2,0.4,10469.7
58846,2021-04-01 10:16:00,34.9,1017.4,16,340,9.6,1.2,10398.2
58847,2021-04-01 10:16:00,1.0,1010.5,34,212,0.2,1.5,10193.4
58911,2021-04-01 10:16:00,34.2,1016.6,62,301,0.9,0.7,10129.3
58918,2021-04-01 10:16:00,13.6,1019.0,18,38,11.5,1.5,10486.0
58921,2021-04-01 10:16:00,10.7,1013.9,9,60,4.5,0.3,10266.3
58926,2021-04-01 10:16:00,32.5,1020.1,14,209,14.1,1.4,10408.5
58927,2021-04-01 10:16:00,2.5,1016.9,10,356,1.0,1.1,10139.9
58931,2021-04-01 10:16:00,26.5,1013.4,76,84,13.6,0.1,10443.7
58933,2021-04-01 10:16:00,11.8,1022.1,5,324,10.2,0.0,10160.6
58936,2021-04-01 10:16:00,11.2,1023.4,10,192,7.0,1.4,10273.6
58944,2021-04-01 10:16:00,10.8,1000.4,8,212,0.0,0.0,10333.8
59113,2021-04-01 10:16:00,23.0,1012.9,91,142,4.5,1.4,10410.7
59126,2021-04-01 10:16:00,21.5,1005.1,55,268,8.9,1.4,10010.7
59133,2021-04-01 10:16:00,12.9,1023.2,41,212,6.6,0.2,10424.8
59134,2021-04-01 10:16:00,33.9,1021.2,62,265,9.3,1.2,10091.9
59321,2021-04-01 10:16:00,15.7,1016.9,10,187,2.8,0.8,10162.3
52323,2021-04-01 10:16:00,8.6,1015.8,33,308,12.9,0.2,10427.2
