58015,2021-04-01 09:53:00,13.1,1025.5,58,257,6.1,0.0,10358.3
58102,2021-04-01 09:53:00,2.2,1007.9,34,179,7.2,1.0,10345.2
58118,2021-04-01 09:53:00,2.0,1018.8,5,87,3.2,0.3,10479.6
58122,2021-04-01 09:53:00,3.3,1014.8,23,308,2.0,0.2,10222.4
58203,2021-04-01 09:53:00,2.3,1018.8,44,317,8.8,0.8,10326.0
58215,2021-04-01 09:53:00,27.8,1004.2,64,325,13.9,0.9,10146.5
58221,2021-04-01 09:53:00,34.0,1012.5,48,234,12.1,1.5,10493.6
58225,2021-04-01 09:53:00,15.0,1009.9,51,11,13.2,0.0,10349.4
58236,2021-04-01 09:53:00,6.0,1008.0,68,56,6.8,0.2,10210.8
58311,2021-04-01 09:53:00,19.7,1014.0,33,320,10.9,0.7,10038.3
58314,2021-04-01 09:53:00,24.2,1008.6,15,159,10.4,0.9,10455.5
58319,2021-04-01 09:53:00,17.7,1000.7,59,190,5.6,1.2,10273.0
58321,2021-04-01 09:53:00,32.6,1008.8,54,33,6.0,0.8,10462.4
58326,2021-04-01 09:53:00,17.4,1005.5,48,171,5.2,1.1,10329.4
58336,2021-04-01 09:53:00,29.6,1000.2,71,222,12.5,0.0,10035.8
58338,2021-04-01 09:53:00,25.3,1005.0,100,214,1.7,0.1,10400.0
58414,2021-04-01 09:53:00,2.9,1022.8,31,245,0.3,0.7,10294.3
58419,2021-04-01 09:53:00,9.1,1025.8,42,85,9.5,0.8,10076.5
58424,2021-04-01 09:53:00,30.3,1006.7,42,210,0.1,0.7,10198.7
58429,2021-04-01 09:53:00,18.3,1000.9,99,266,0.1,1.3,10413.1
58436,2021-04-01 09:53:00,31.2,1011.6,50,195,7.6,0.4,10340.2
58437,2021-04-01 09:53:00,15.5,1025.5,73,298,7.3,0.1,10478.6
58520,2021-04-01 09:53:00,19.8,1014.0,86,247,7.7,1.4,10315.0
58531,2021-04-01 09:53:00,21.9,1002.1,55,295,4.2,0.0,10257.2
54406,2021-04-01 09:53:00,33.2,1023.9,26,354,10.8,1.5,10404.8
54416,2021-04-01 09:53:00,20.9,1011.5,72,120,12.0,0.7,10331.3
54511,2021-04-01 09:53:00,0.8,1018.8,15,24,6.5,1.1,10059.7
58725,2021-04-01 09:53:00,25.4,1011.7,15,3,11.8,0.4,10096.2
58730,2021-04-01 09:53:00,19.2,1016.1,44,137,12.2,1.3,10368.9
58731,2021-04-01 09:53:00,10.4,1016.4,82,159,0.1,0.8,10021.0
58734,2021-04-01 09:53:00,22.3,1009.4,58,247,5.9,1.2,10159.3
58737,2021-04-01 09:53:00,12.8,1022.8,69,200,0.3,1.0,10128.9
58744,2021-04-01 09:53:00,14.0,1022.5,75,26,12.1,0.1,10437.2
58754,2021-04-01 09:53:00,34.3,1024.8,68,76,8.4,0.0,10043.0
58818,2021-04-01 09:53:00,11.2,1015.5,87,199,0.6,1.2,10364.1
58820,2021-04-01 09:53:00,25.2,1008.0,11,153,14.5,0.6,10003.5
58834,2021-04-01 09:53:00,1.7,1018.5,57,104,6.1,1.0,10419.6
58837,2021-04-01 09:53:00,29.1,1014.5,59,328,14.0,1.3,10254.8
58843,2021-04-01 09:53:00,3.0,1014.0,53,302,3.2,1.1,10315.0
58846,2021-04-01 09:53:00,7.2,1012.7,1,7,5.7,1.0,10422.8
58847,2021-04-01 09:53:00,13.7,1016.6,14,335,10.3,0.5,10188.2
58911,2021-04-01 09:53:00,2.7,1004.2,42,211,10.4,0.7,10309.6
58918,2021-04-01 09:53:00,22.3,1007.1,89,19,10.2,0.1,10050.0
58921,2021-04-01 09:53:00,7.8,1018.4,56,15,12.1,0.3,10275.8
58926,2021-04-01 09:53:00,32.5,1010.8,83,64,6.1,0.7,10054.0
58927,2021-04-01 09:53:00,34.8,1011.2,19,313,11.9,0.8,10130.2
58931,2021-04-01 09:53:00,8.5,1019.3,20,47,14.0,0.8,10168.8
58933,2021-04-01 09:53:00,34.5,1021.8,74,142,13.7,0.4,10102.5
58936,2021-04-01 09:53:00,8.5,1007.3,93,338,5.6,1.1,10119.5
58944,2021-04-01 09:53:00,25.6,1019.7,15,325,9.1,0.8,10429.8
59113,2021-04-01 09:53:00,29.4,1025.6,7,125,1.2,1.0,10186.0
59126,2021-04-01 09:53:00,24.6,1001.6,97,130,3.9,0.5,10312.8
59133,2021-04-01 09:53:00,19.5,1021.6,91,208,3.9,1.1,10351.7
59134,2021-04-01 09:53:00,32.4,1015.2,53,76,3.4,0.6,10499.8
59321,2021-04-01 09:53:00,1.9,1014.6,73,140,14.9,0.3,10166.1
52323,2021-04-01 09:53:00,6.0,1024.7,84,27,9.5,1.5,10032.8
52418,2021-04-01 09:53:00,11.4,1024.2,51,354,0.3,0.4,10029.0
52424,2021-04-01 09:53:00,11.9,1015.9,85,182,4.1,0.0,10302.0
52436,2021-04-01 09:53:00,9.2,1019.0,66,246,5.8,1.3,10251.0
52446,2021-04-01 09:53:00,13.0,1024.5,25,173,2.9,0.3,10150.2
52447,2021-04-01 09:53:00,32.0,1020.3,11,182,9.0,1.2,10033.6
52533,2021-04-01 09:53:00,15.5,1011.1,35,83,8.6,0.6,10179.9
52546,2021-04-01 09:53:00,14.2,1017.2,49,315,1.2,0.1,10066.9
52652,2021-04-01 09:53:00,2.9,1019.5,9,321,7.7,0.8,10148.8
52661,2021-04-01 09:53:00,26.4,1014.2,48,305,8.2,1.3,10002.0
52674,2021-04-01 09:53:00,7.8,1020.6,29,161,2.7,0.3,10067.0
52679,2021-04-01 09:53:00,14.9,1017.6,2,31,3.8,0.2,10060.8
52681,2021-04-01 09:53:00,18.3,1009.7,61,194,12.4,0.0,10293.8
52787,2021-04-01 09:53:00,5.9,1012.9,15,143,9.8,0.1,10100.9
52797,2021-04-01 09:53:00,27.4,1001.2,97,8,9.3,0.9,10433.3
52884,2021-04-01 09:53:00,19.9,1006.0,46,346,7.1,0.2,10051.0
52895,2021-04-01 09:53:00,1.1,1015.5,29,212,2.0,0.8,10144.3
52983,2021-04-01 09:53:00,18.1,1022.7,48,60,6.8,1.3,10120.3
52984,2021-04-01 09:53:00,25.1,1007.0,65,280,9.7,1.2,10261.6
52986,2021-04-01 09:53:00,6.9,1019.4,90,86,2.9,1.4,10371.7
52996,2021-04-01 09:53:00,3.5,1009.2,83,53,13.5,0.6,10218.3
53821,2021-04-01 09:53:00,30.3,1024.7,17,223,11.4,1.1,10266.7
53915,2021-04-01 09:53:00,16.1,1002.0,72,131,10.2,0.3,10398.2
53923,2021-04-01 09:53:00,21.5,1010.0,12,194,3.9,0.4,10430.3
56074,2021-04-01 09:53:00,17.4,1024.6,66,342,7.1,1.1,10319.2
56080,2021-04-01 09:53:00,16.5,1007.1,65,45,6.5,0.5,10423.8
56093,2021-04-01 09:53:00,1.5,1013.9,29,75,2.1,0.0,10238.5
56096,2021-04-01 09:53:00,15.4,1004.4,71,127,3.9,1.4,10352.5
57014,2021-04-01 09:53:00,24.8,1016.8,35,312,2.5,0.3,10223.9
57996,2021-04-01 09:53:00,24.4,1021.0,14,256,6.1,0.5,10332.9
59072,2021-04-01 09:53:00,34.9,1024.3,46,139,10.5,0.2,10380.8
59082,2021-04-01 09:53:00,13.6,1021.3,94,174,1.7,0.0,10455.5
59087,2021-04-01 09:53:00,12.4,1001.2,55,82,4.0,0.0,10339.8
59088,2021-04-01 09:53:00,27.0,1025.4,73,325,3.9,0.9,10188.7
59096,2021-04-01 09:53:00,10.0,1010.2,99,150,2.3,0.4,10403.9
59097,2021-04-01 09:53:00,28.5,1000.7,17,88,5.0,0.5,10151.0
59107,2021-04-01 09:53:00,32.6,1025.7,96,70,7.9,1.0,10282.2
59116,2021-04-01 09:53:00,1.2,1000.8,19,289,7.8,1.0,10253.2
59117,2021-04-01 09:53:00,5.4,1025.7,81,0,4.2,0.7,10366.0
59271,2021-04-01 09:53:00,21.0,1014.7,93,207,9.9,0.0,10474.5
59278,2021-04-01 09:53:00,25.5,1021.9,23,230,4.9,0.1,10490.0
59280,2021-04-01 09:53:00,0.8,1001.2,26,90,10.8,0.0,10131.9
59287,2021-04-01 09:53:00,0.7,1004.3,48,347,6.8,0.7,10088.4
59289,2021-04-01 09:53:00,20.9,1021.3,31,219,8.7,0.2,10441.9
59293,2021-04-01 09:53:00,12.6,1020.4,86,147,5.5,0.7,10485.2
59294,2021-04-01 09:53:00,25.7,1012.5,12,345,4.4,1.2,10185.4
59298,2021-04-01 09:53:00,31.7,1012.1,28,142,2.5,0.2,10272.8
59303,2021-04-01 09:53:00,16.0,1001.4,30,277,1.4,0.7,10034.0
59304,2021-04-01 09:53:00,15.6,1007.0,15,100,6.9,1.1,10388.1
59306,2021-04-01 09:53:00,22.5,1023.2,39,221,13.4,0.1,10114.2
59310,2021-04-01 09:53:00,30.1,1022.6,55,203,7.8,0.9,10322.2
59316,2021-04-01 09:53:00,10.4,1017.3,28,262,6.4,0.1,10188.0
59317,2021-04-01 09:53:00,1.5,1026.3,96,232,0.4,0.5,10039.9
59324,2021-04-01 09:53:00,4.7,1015.5,54,272,11.9,0.7,10072.6
59456,2021-04-01 09:53:00,22.6,1019.9,5,184,3.7,0.6,10201.9
59462,2021-04-01 09:53:00,26.3,1012.7,45,232,0.2,0.0,10250.7
59478,2021-04-01 09:53:00,9.6,1001.9,86,136,14.7,1.2,10400.2
59485,2021-04-01 09:53:00,5.9,1005.8,3,321,10.6,1.1,10297.6
59488,2021-04-01 09:53:00,13.5,1022.5,72,261,4.6,1.2,10206.5
59493,2021-04-01 09:53:00,33.2,1023.3,33,191,13.2,0.4,10397.3
59501,2021-04-01 09:53:00,25.1,1002.2,51,192,3.1,0.7,10145.1
59658,2021-04-01 09:53:00,33.6,1012.0,79,186,11.3,0.0,10056.7
59663,2021-04-01 09:53:00,24.3,1024.6,54,197,9.1,1.2,10297.5
59664,2021-04-01 09:53:00,29.6,1015.1,44,70,14.5,0.7,10480.9
59673,2021-04-01 09:53:00,20.3,1017.7,98,156,6.0,1.1,10171.0
59754,2021-04-01 09:53:00,31.3,1025.6,70,44,0.8,1.5,10153.6
57947,2021-04-01 09:53:00,3.3,1009.3,31,355,2.4,1.5,10461.4
57957,2021-04-01 09:53:00,24.7,1012.2,71,334,6.8,0.9,10423.3
57958,2021-04-01 09:53:00,30.4,1016.9,99,85,5.2,1.5,10240.2
59021,2021-04-01 09:53:00,17.2,1026.3,82,105,3.7,0.3,10002.1
59023,2021-04-01 09:53:00,33.3,1021.0,94,159,3.6,0.7,10453.5
59027,2021-04-01 09:53:00,6.9,1000.6,60,108,12.5,0.6,10453.1
59037,2021-04-01 09:53:00,27.5,1025.7,60,31,9.2,0.2,10122.1
59046,2021-04-01 09:53:00,9.9,1012.7,22,136,0.8,0.2,10366.1
59058,2021-04-01 09:53:00,33.9,1001.2,44,292,11.0,0.4,10083.1
59065,2021-04-01 09:53:00,22.4,1025.9,80,86,7.5,0.2,10397.4
59209,2021-04-01 09:53:00,14.0,1022.2,70,325,2.2,0.4,10009.0
59211,2021-04-01 09:53:00,19.8,1019.8,69,340,4.6,0.5,10273.6
59218,2021-04-01 09:53:00,11.4,1014.6,82,181,10.3,0.5,10450.2
59228,2021-04-01 09:53:00,26.4,1006.3,58,351,12.9,0.4,10116.7
59242,2021-04-01 09:53:00,6.0,1010.6,5,126,5.3,1.3,10368.1
59254,2021-04-01 09:53:00,31.5,1017.4,65,151,9.2,0.9,10182.9
59265,2021-04-01 09:53:00,7.0,1021.1,20,236,7.2,0.5,10095.8
59417,2021-04-01 09:53:00,3.6,1018.3,44,73,9.3,0.0,10197.6
59431,2021-04-01 09:53:00,6.8,1013.3,76,209,2.4,1.5,10446.7
59446,2021-04-01 09:53:00,0.8,1010.2,93,115,11.3,1.2,10207.8
59453,2021-04-01 09:53:00,15.5,1021.6,99,80,1.8,0.5,10295.0
59626,2021-04-01 09:53:00,5.7,1001.2,47,190,0.2,0.9,10280.0
59631,2021-04-01 09:53:00,18.4,1017.0,22,153,13.8,0.0,10327.9
59632,2021-04-01 09:53:00,18.6,1008.1,43,22,9.0,1.4,10326.9
59644,2021-04-01 09:53:00,16.4,1005.1,44,131,8.4,0.1,10199.7
59647,2021-04-01 09:53:00,33.3,1023.0,60,335,3.7,0.5,10226.2
56691,2021-04-01 09:53:00,13.1,1024.5,82,142,9.6,0.6,10059.2
56693,2021-04-01 09:53:00,19.9,1005.4,70,89,8.6,0.4,10261.1
56792,2021-04-01 09:53:00,15.9,1022.8,93,342,14.1,1.1,10259.8
56793,2021-04-01 09:53:00,11.5,1003.6,9,178,4.6,0.3,10296.7
57606,2021-04-01 09:53:00,30.3,1023.4,92,99,7.9,0.4,10127.0
57614,2021-04-01 09:53:00,26.9,1001.1,37,334,13.5,1.0,10385.0
57625,2021-04-01 09:53:00,6.3,1017.2,59,194,12.0,1.4,10367.5
57647,2021-04-01 09:53:00,12.1,1006.9,34,308,2.2,0.5,10445.3
57707,2021-04-01 09:53:00,2.7,1007.9,45,16,4.3,1.5,10484.7
57710,2021-04-01 09:53:00,30.1,1010.1,10,192,4.2,1.3,10088.7
57712,2021-04-01 09:53:00,26.0,1020.7,34,15,7.9,0.3,10425.3
